Clone745,0,"[[0.02770819 0.10468398 0.00881021 0.07401391 0.04724498 0.04795859
  0.05096383 0.04680934 0.03152497 0.05523195]]","[[-0.02770819 -0.10468399 -0.00881021 -0.07401391 -0.04724498 -0.0479586
  -0.05096384 -0.04680935 -0.03152497 -0.05523195]]"
Clone102,1,"[[-0.05833078 -0.06021103 -0.06134334 -0.05982392 -0.07987134 -0.08020847
  -0.07517601]]","[[0.0583308  0.06021102 0.06134334 0.05982392 0.07987134 0.08020847
  0.07517601]]"
Clone11,1,[[-0.09909057 -0.09030737 -0.09457661 -0.06970991 -0.05649508 -0.06220308]],[[0.09909058 0.09030737 0.09457661 0.06970993 0.05649508 0.0622031 ]]
Clone117,1,"[[-0.04888713 -0.049414   -0.04846382 -0.05017545 -0.04645121 -0.04590053
  -0.04562485 -0.04685105 -0.04991091 -0.04871104]]","[[0.04888713 0.04941399 0.04846383 0.05017546 0.04645122 0.04590055
  0.04562485 0.04685104 0.0499109  0.04871104]]"
Clone139,1,[[-0.06135403 -0.06921654 -0.06215616 -0.1426753  -0.13260299]],[[0.06135404 0.06921655 0.06215617 0.14267529 0.13260301]]
Clone146,1,[[-0.06950415 -0.06096431 -0.05390672 -0.13789928 -0.15303651]],[[0.06950417 0.06096431 0.05390672 0.13789929 0.15303649]]
Clone152,1,[[-0.05731453 -0.06115032 -0.0720623  -0.13333245 -0.1418703 ]],[[0.05731454 0.06115034 0.07206228 0.13333242 0.14187031]]
Clone164,1,[[-0.08562082  0.10641539  0.07968559 -0.05502096 -0.00998171  0.02174545  -0.06409627  0.00269815]],[[ 0.08562081 -0.10641539 -0.07968557  0.05502096  0.00998173 -0.02174544  0.06409628 -0.00269814]]
Clone199,1,[[-0.08207215 -0.07600709 -0.05413217  0.00242945  0.04927735  0.01113314]],[[ 0.08207217  0.0760071   0.05413217 -0.00242943 -0.04927736 -0.01113315]]
Clone206,1,"[[-0.04922929 -0.05055803 -0.04870258 -0.04744617 -0.05154456 -0.04942762
  -0.05157535 -0.04313298 -0.04382715 -0.04775465]]","[[0.04922929 0.05055803 0.04870257 0.04744616 0.05154455 0.04942761
  0.05157535 0.043133   0.04382714 0.04775465]]"
Clone208,1,"[[-0.05805289 -0.06631955 -0.04856495 -0.0587227  -0.07499996 -0.07641124
  -0.07045774]]","[[0.05805289 0.06631956 0.04856494 0.05872271 0.07499998 0.07641125
  0.07045775]]"
Clone213,1,[[-0.10010542 -0.10331763 -0.09134502 -0.04347115 -0.06201749 -0.06559762]],[[0.1001054  0.10331765 0.09134502 0.04347117 0.0620175  0.06559762]]
Clone214,1,[[-0.09539554 -0.09737018 -0.0964945  -0.06018535 -0.06119247 -0.06282651]],[[0.09539553 0.0973702  0.09649448 0.06018535 0.06119248 0.0628265 ]]
Clone228,1,[[-0.08957667 -0.09966486 -0.09343788 -0.06069147 -0.06021858 -0.05664239]],[[0.08957666 0.09966487 0.09343789 0.0606915  0.06021859 0.05664239]]
Clone317,1,[[-0.0976491  -0.08640723 -0.09233371 -0.04093964 -0.06267256 -0.05449512]],[[0.09764909 0.08640724 0.09233372 0.04093963 0.06267256 0.05449512]]
Clone331,1,[[-0.07526574 -0.03914354 -0.04196656 -0.14977611 -0.16698782]],[[0.07526572 0.03914356 0.04196657 0.14977609 0.16698782]]
Clone37,1,"[[-0.05201206 -0.04815375 -0.04647173 -0.0526391  -0.05026334 -0.04734867
  -0.04937126 -0.04297126 -0.04539399 -0.04447368]]","[[0.05201207 0.04815374 0.04647173 0.05263909 0.05026334 0.04734866
  0.04937125 0.04297125 0.04539398 0.04447368]]"
Clone393,1,"[[-0.05627114 -0.05767191 -0.0547533  -0.05384008 -0.04871647 -0.05178811
  -0.04040374 -0.05013173]]","[[0.05627115 0.05767192 0.05475329 0.05384008 0.04871647 0.05178811
  0.04040373 0.05013174]]"
Clone403,1,[[-0.09510101 -0.09223897 -0.09894611 -0.06236275 -0.0567699  -0.0695928 ]],[[0.09510099 0.09223898 0.0989461  0.06236275 0.05676991 0.06959281]]
Clone407,1,[[-0.06108933 -0.06310416 -0.06987117 -0.14896703 -0.1311476 ]],[[0.06108932 0.06310416 0.06987115 0.14896703 0.13114761]]
Clone408,1,[[-0.06320339 -0.07088674 -0.06929375 -0.13159362 -0.14724555]],[[0.06320337 0.07088672 0.06929377 0.13159362 0.14724555]]
Clone420,1,"[[-0.05875537 -0.0623982  -0.06079629 -0.06261169 -0.05485498 -0.05138993
  -0.05447026 -0.05383152]]","[[0.05875536 0.0623982  0.06079629 0.06261169 0.05485499 0.05138993
  0.05447025 0.05383152]]"
Clone421,1,"[[-0.05487143 -0.05757342 -0.05215223 -0.0629256  -0.06912585 -0.07192684
  -0.07237936]]","[[0.05487144 0.05757343 0.05215224 0.06292559 0.06912586 0.07192684
  0.07237936]]"
Clone433,1,[[-0.1213172  -0.01660856 -0.02113855  0.10142983 -0.0768326  -0.05818867 -0.00893785  0.05469014 -0.01512911]],[[ 0.1213172   0.01660857  0.02113856 -0.10142983  0.07683259  0.05818866 0.00893784 -0.05469013  0.0151291 ]]
Clone451,1,"[[-0.05265905 -0.05596622 -0.05808143 -0.05710116 -0.06383156 -0.07177856
  -0.07033278]]","[[0.05265906 0.0559662  0.05808142 0.05710116 0.06383155 0.07177858
  0.07033278]]"
Clone453,1,[[-0.10040907 -0.09326641 -0.08241915 -0.06713317 -0.06756431 -0.07303581]],[[0.10040908 0.0932664  0.08241916 0.06713318 0.0675643  0.07303582]]
Clone476,0,"[[0.03915846 0.08646781 0.05290912 0.06920093 0.07947138 0.04405441
  0.01616586 0.02555789]]","[[-0.03915847 -0.08646781 -0.05290912 -0.06920094 -0.07947138 -0.04405442
  -0.01616585 -0.02555789]]"
Clone493,1,"[[-0.03675447 -0.05625268 -0.02583594 -0.05331126 -0.05060234 -0.0534349
  -0.0540066  -0.05206929 -0.05851826]]","[[0.03675447 0.05625268 0.02583594 0.05331125 0.05060232 0.0534349
  0.0540066  0.05206929 0.05851826]]"
Clone51,1,[[-0.09628243 -0.09736301 -0.097776   -0.06134194 -0.0564849  -0.064072  ]],[[0.09628244 0.097363   0.09777603 0.06134194 0.0564849  0.06407201]]
Clone519,1,"[[-0.05216617 -0.05963816 -0.05427613 -0.05842096 -0.04641448 -0.04993999
  -0.05078571 -0.04155532]]","[[0.05216617 0.05963815 0.05427613 0.05842095 0.04641447 0.04993998
  0.05078569 0.04155532]]"
Clone522,1,"[[-0.0619384  -0.05002495 -0.06148007 -0.0562471  -0.06699761 -0.07212152
  -0.07803621]]","[[0.0619384  0.05002494 0.06148007 0.05624708 0.06699762 0.07212152
  0.0780362 ]]"
Clone523,1,"[[-0.06014317 -0.06025943 -0.06207135 -0.0644789  -0.05507666 -0.04867224
  -0.05725497 -0.05206148]]","[[0.06014316 0.06025942 0.06207135 0.06447888 0.05507665 0.04867224
  0.05725496 0.05206149]]"
Clone564,0,[[ 0.34014219  0.30662714 -0.08015677 -0.08052925 -0.07402744 -0.01967515]],[[-0.34014216 -0.30662714  0.08015677  0.08052927  0.07402743  0.01967515]]
Clone576,1,"[[-0.06355655 -0.05995227 -0.05412754 -0.06457232 -0.07983221 -0.07907071
  -0.0767944 ]]","[[0.06355654 0.05995228 0.05412756 0.06457233 0.07983221 0.07907071
  0.07679441]]"
Clone579,1,[[-0.05577474 -0.06760849 -0.06127849 -0.14093241 -0.14322902]],[[0.05577476 0.06760847 0.0612785  0.14093243 0.14322903]]
Clone582,1,[[-0.07326885 -0.06664845 -0.05053975 -0.13328837 -0.12543337]],[[0.07326885 0.06664845 0.05053976 0.13328839 0.12543336]]
Clone583,1,"[[-0.06362803 -0.06208304 -0.06772559 -0.06327546 -0.05858489 -0.05835931
  -0.05781618 -0.05522305]]","[[0.06362803 0.06208303 0.06772558 0.06327546 0.0585849  0.05835931
  0.05781617 0.05522305]]"
Clone585,1,[[-0.09282419 -0.097196   -0.08857981 -0.0631611  -0.06807735 -0.06811926]],[[0.09282417 0.097196   0.0885798  0.06316109 0.06807734 0.06811926]]
Clone594,1,"[[-0.06043216 -0.05890509 -0.05978562 -0.06177017 -0.07639235 -0.08243499
  -0.07622224]]","[[0.06043217 0.0589051  0.05978565 0.06177019 0.07639236 0.08243498
  0.07622223]]"
Clone605,1,[[-0.03983894 -0.05688477 -0.04311664 -0.03835687 -0.04477771 -0.0465463  -0.04347665 -0.0441434  -0.03638799 -0.04502582]],[[0.03983894 0.05688476 0.04311663 0.03835687 0.04477772 0.0465463  0.04347665 0.0441434  0.03638799 0.04502581]]
Clone621,1,"[[-0.05012025 -0.04852894 -0.04838309 -0.04308955 -0.04676877 -0.04778137
  -0.04713882 -0.04502608 -0.04175711 -0.04363526]]","[[0.05012025 0.04852894 0.04838309 0.04308955 0.04676878 0.04778137
  0.04713883 0.04502606 0.0417571  0.04363527]]"
Clone630,1,"[[-0.04350247 -0.0461902  -0.0443196  -0.04687807 -0.04164503 -0.04157524
  -0.04022439 -0.04012958 -0.04488082 -0.04647136]]","[[0.04350247 0.04619021 0.0443196  0.04687807 0.04164503 0.04157523
  0.0402244  0.04012958 0.04488082 0.04647136]]"
Clone655,1,"[[-0.04419698 -0.04485457 -0.04861687 -0.05111113 -0.03973982 -0.05215832
  -0.05845166 -0.05204356 -0.05411913]]","[[0.04419697 0.04485458 0.04861687 0.05111111 0.0397398  0.05215832
  0.05845166 0.05204356 0.05411912]]"
