Clone101,1,"[[-0.06928275 -0.0637394  -0.06332786 -0.04454355 -0.07999267 -0.08030046
  -0.05992397]]","[[0.06928276 0.06373941 0.06332785 0.04454357 0.07999269 0.08030044
  0.05992398]]"
Clone133,1,"[[-0.04311734 -0.04352527 -0.0422806  -0.04974305 -0.04051106 -0.05438143
  -0.0662041  -0.04071327 -0.04499894 -0.04213977]]","[[0.04311734 0.04352527 0.0422806  0.04974304 0.04051106 0.05438142
  0.06620411 0.04071326 0.04499895 0.04213978]]"
Clone157,0,[[0.04992909 0.08452785 0.02446756 0.03046324 0.05770002 0.10961105]],[[-0.04992909 -0.08452785 -0.02446754 -0.03046324 -0.05770003 -0.10961104]]
Clone16,1,[[-0.05378529 -0.03915273 -0.04302434 -0.15356874 -0.14482535]],[[0.05378531 0.03915271 0.04302433 0.15356871 0.14482533]]
Clone161,1,"[[-0.03438873 -0.03415283 -0.02921632 -0.04979626 -0.08743796 -0.05833361
  -0.06082776]]","[[0.03438873 0.03415283 0.02921631 0.04979626 0.08743796 0.05833361
  0.06082775]]"
Clone163,0,"[[ 0.18103543 -0.15129735  0.13315213 -0.0321941   0.06777052  0.11813854
   0.05987005  0.121303  ]]","[[-0.18103544  0.15129735 -0.13315212  0.0321941  -0.06777052 -0.11813854
  -0.05987003 -0.12130299]]"
Clone166,1,[[-0.0898597  -0.07675993 -0.09001857 -0.06478869 -0.05860322 -0.06465193]],[[0.08985968 0.07675992 0.09001856 0.06478868 0.05860323 0.06465193]]
Clone197,1,[[-0.06234326 -0.06299815 -0.04332489 -0.140702   -0.14726133]],[[0.06234325 0.06299817 0.0433249  0.140702   0.14726133]]
Clone205,0,"[[0.06253349 0.06250829 0.06247221 0.06244271 0.06257351 0.06247624
  0.062466   0.06248629]]","[[-0.06253348 -0.06250828 -0.06247221 -0.0624427  -0.06257351 -0.06247624
  -0.06246601 -0.06248628]]"
Clone290,1,"[[-0.05804478 -0.04815538 -0.06348018 -0.04001243 -0.07145046 -0.05130899
  -0.04439358 -0.04045546]]","[[0.05804477 0.04815538 0.06348017 0.04001244 0.07145045 0.05130898
  0.04439357 0.04045547]]"
Clone291,1,[[-0.06450148 -0.05591236 -0.06855259 -0.14138553 -0.13710307]],[[0.06450147 0.05591237 0.06855259 0.14138551 0.13710308]]
